id,name,seg_words
11017,新汶矿业(集团)中心医院,新汶 矿业 ( 集团 ) 中心
11018,肥城矿业(集团)中心医院,肥城 矿业 ( 集团 ) 中心
11019,泰安市第二人民医院,泰安市 第二 人民
11020,泰安市结核病防治院,泰安市 结核病 防治院
11021,泰安市中医二院,泰安市 中医 二院
11022,新汶矿业集团协庄矿医院,新汶 矿业 集团 协庄 矿医院
11023,宁阳县第一人民医院,宁阳县 第一 人民
11024,肥城市人民医院,肥城市 人民
11025,泰安市第一人民医院,泰安市 第一 人民
11026,东平县人民医院,东平县 人民
11027,新汶矿业集团华丰矿医院,新汶 矿业 集团 华丰矿
11029,肥城市中医院,肥城市 中医院
11030,新泰市第二人民医院,新泰市 第二 人民
11031,泰山医学院附属新泰医院,泰山 医学院 新泰
11032,东平县第一人民医院,东平县 第一 人民
11033,新泰市第三人民医院,新泰市 第三 人民
11034,东平县中医院,东平县 中医院
11035,肥城矿业(集团)第二医院,肥城 矿业 ( 集团 ) 第二
11036,新泰市城关医院,新泰市 城关
11037,济南铁路分局泰安铁路医院,济南 铁路 分局 泰安 铁路
11038,泰安市郊区汶口医院,泰安市 郊区 汶口
11040,泰安市皮肤病医院,泰安市 皮肤病
11041,东平县第三人民医院,东平县 第三 人民
11043,宁阳县中医院,宁阳县 中医院
11044,山东泰安荣军医院,山东 泰安 荣军
11045,新泰市工业医院,新泰市 工业
11046,洪强康复医院,洪强 康复
11047,肥城市第二人民医院,肥城市 第二 人民
11050,泰山脉管炎专科医院,泰山 脉管炎
11051,肥城市汶阳医院,肥城市 汶阳
11053,泰安骨科医院,泰安 骨科
11054,泰安市泰山红十字医院,泰安市 泰山 红十字
11055,新泰市中医院,新泰市 中医院
11056,泰美宝法肿瘤医院,泰美 宝法 肿瘤
11057,泰安市口腔病防治院,泰安市 口腔病 防治院
11058,泰安市职业病防治院,泰安市 职业病 防治院
11059,宁阳县第二人民医院,宁阳县 第二 人民
11060,泰安市郊区第二人民医院,泰安市 郊区 第二 人民
11061,泰安市儿童医院,泰安市 儿童
11062,新泰协和医院,新泰协
11065,泰安市交通医院,泰安市 交通
11066,泰山市慢性病医院,泰山市 慢性病
11067,威海市第二医院,威海市 第二
11068,威海市中医院,威海市 中医院
11069,中国人民解放军四零四医院,人民 解放军 四零四
11070,威海市文登中心医院,威海市 文登 中心
11071,威海市立医院,威海市 立医院
11072,荣成市中医院,荣成市 中医院
11073,荣成市第二人民医院,荣成市 第二 人民
11074,威海市经济技术开发区医院,威海市 经济技术开发区
11075,文登整骨医院,文登 整骨
11076,荣成市人民医院,荣成市 人民
11077,乳山市中医院,乳山市 中医院
11078,乳山市人民医院,乳山市 人民
11079,威海卫人民医院,威海卫 人民
11080,文登市口腔医院,文登市 口腔
11081,文登市第一人民医院,文登市 第一 人民
11082,威海市肿瘤医院,威海市 肿瘤
11083,威海口腔医院,威海 口腔
11084,威海佛顶山医院,威海 佛顶山
11087,荣成市精神病防治院,荣成市 精神 病防 治院
11088,荣城市整骨医院,荣城市 整骨
11089,威海市陆军医院,威海市 陆军
11090,威海石岛保法医院,威海 石岛 保法
11091,文登市哮喘病医院,文登市 哮喘病
11092,牡丹江农管局八五一农场医院,牡丹江 农管局 八五一农场
11093,威海德生肿瘤医院,威海德生 肿瘤
11094,文登市第二人民医院,文登市 第二 人民
11096,威海光华耳鼻咽喉头颈外科医院,威海 光华耳 鼻咽 喉头颈 外科
11097,文登市肿瘤医院,文登市 肿瘤
11098,威海金海湾医院,威海金 海湾
11099,文登市第三人民医院,文登市 第三 人民
11100,威海泌尿专科医院,威海 泌尿
11101,石岛华侨医院,石岛 华侨
11102,文登市第一人民医院开发区医院,文登市 第一 人民 开发区
11103,乳山市康宁医院,乳山市 康宁
11104,文登苘山医院,文登 苘山
11105,文登市红十字会中医院,文登市 红十字会 中医院
11106,威海市复退军人康宁医院,威海市 复退 军人 康宁
11107,威海市仙姑顶医院,威海市 仙姑顶
11108,荣成市第三人民医院,荣成市 第三 人民
11110,日照市中医院,日照市 中医院
11111,日照市人民医院,日照市 人民
11112,莒县人民医院,莒县 人民
11113,日照市第二人民医院,日照市 第二 人民
11115,日照市第三人民医院,日照市 第三 人民
11116,日照港口医院,日照 港口
11117,日照市东港医院,日照市 东港
11118,莒县中医院,莒县 中医院
11119,五莲县人民医院,五莲县 人民
11120,五莲县中医院,五莲县 中医院
11121,铁道十四局一处职工医院,铁道 十四局 一处 职工
11123,莒县眼科医院,莒县 眼科
11125,日照市交通医院,日照市 交通
11126,泰山医学院附属莱钢医院,泰山 医学院 莱钢
11127,鲁中冶金矿业(集团)公司职工医院,鲁中 冶金 矿业 ( 集团 ) 公司 职工
11128,泰山医学院附属莱芜医院,泰山 医学院 莱芜
11130,莱芜市中医院,莱芜市 中医院
11131,新汶矿业(集团)莱芜中心医院,新汶 矿业 ( 集团 ) 莱芜 中心
11132,莱芜市莱城区人民医院,莱芜市 莱城区 人民
11133,莱芜市康复医院,莱芜市 康复
11134,莱芜市糖尿病医院,莱芜市 糖尿病
11135,莱芜市交通职工医院,莱芜市 交通 职工
11136,临沂市人民医院,临沂市 人民
11137,临沂市妇幼保健院临沂市儿童医院,临沂市 妇幼 保健院 临沂市 儿童
11138,临沂市人民医院北院,临沂市 人民
11140,临沂市第三人民医院,临沂市 第三 人民
11141,沂水中心医院,沂水 中心
11142,临沂市肿瘤医院,临沂市 肿瘤
11143,费县人民医院,费县 人民
11144,费县中医院,费县 中医院
11145,沂南县中医院,沂南县 中医院
11146,平邑县人民医院,平邑县 人民
11147,平邑县中医院,平邑县 中医院
11148,临沭县中医院,临沭县 中医院
11149,沂水县人民医院,沂水县 人民
11150,沂南县人民医院,沂南县 人民
11151,临沭县人民医院,临沭县 人民
11152,郯城县第一人民医院,郯城县 第一 人民
11153,临沂市河东区人民医院,临沂市 河东区 人民
11154,临沂市兰山区第一人民医院,临沂市 兰山区 第一 人民
11155,临沂医专附属医院,临沂 医专
11156,莒南县中医院,莒南县 中医院
11157,苍山县中医院,苍山县 中医院
11158,莒南县人民医院,莒南县 人民
11159,蒙阴县人民医院,蒙阴县 人民
11160,临沂矿务局中心医院,临沂 矿务局 中心
11161,苍山县人民医院,苍山县 人民
11162,郯城县中医院,郯城县 中医院
11163,临沂市罗庄区人民医院,临沂市 罗庄区 人民
11164,临沂市交通医院,临沂市 交通
11165,费县第三人民医院,费县 第三 人民
11166,沂水县城关医院,沂水县 城关
11167,临沂市兰山区第四人民医院,临沂市 兰山区 第四 人民
11168,临沂口岸医院,临沂 口岸
11169,沂蒙肾病医院,沂蒙 肾病
11172,临沂科林肝胆医院,临沂 科林 肝胆
11173,蒙阴县第二人民医院,蒙阴县 第二 人民
11174,临沂市兰山区第二人民医院,临沂市 兰山区 第二 人民
11175,平邑县精神病医院,平邑县 精神病
11176,沂水县胸科医院,沂水县 胸科
11177,临沂西关医院,临沂 西关
11180,沂水韩旺铁矿医院,沂水 韩旺铁矿
11181,莒南县第二人民医院,莒南县 第二 人民
11182,沂水县中医院,沂水县 中医院
11183,莒南县光明眼科医院,莒南县 光明 眼科
11184,临沂市人民医院博爱眼科医院,临沂市 人民 博爱 眼科
11185,临沂市兰山区第三人民医院,临沂市 兰山区 第三 人民
11186,临沂棉纺织厂职工医院,临沂 棉纺织厂 职工
11187,临沂友谊医院,临沂 友谊
11189,临沂市红旗医院,临沂市 红旗
11190,临沂市肝胆病医院,临沂市 肝胆病
11191,临沂市凯旋医院,临沂市 凯旋
11192,苍山县磨山人民医院,苍山县 磨山 人民
11193,沂南县精神病医院,沂南县 精神病
11194,临沂市保生堂医院,临沂市 保生堂
11195,中铁十四局临沂医院,中铁十四局 临沂
11197,临沂地区退伍军人精神院,临沂 地区 退伍军人 精神院
11198,临沂市兰山区中医院,临沂市 兰山区 中医院
11199,苍山县文峰山人民医院,苍山县 文峰山 人民
11200,苍山县红十字会医院,苍山县 红十字会
11201,平邑县第二人民医院,平邑县 第二 人民
11202,临沂市高新区人民医院,临沂市 高新区 人民
11203,郯城县城关医院,郯城县 城关
11204,沂南县攀峰骨科医院,沂南县 攀峰 骨科
11205,临沂监狱医院,临沂 监狱
11206,郯城县第二人民医院,郯城县 第二 人民
11208,山东省鲁南眼科医院,山东省 鲁南 眼科
11210,费县第二人民医院,费县 第二 人民
11211,郯城县马站骨科医院,郯城县 马站 骨科
11212,蒙阴县中医院,蒙阴县 中医院
11213,临沂地区汽车运输总公司医院,临沂 地区 汽车 运输 总公司
11215,德州市中医院,德州市 中医院
11216,德州市人民医院,德州市 人民
11217,乐陵市中医院,乐陵市 中医院
11218,中国水电十三局医院,水电 十三局
11219,临邑县中医院,临邑县 中医院
11220,临邑县人民医院,临邑县 人民
11221,平原县第一人民医院,平原县 第一 人民
11222,禹城市人民医院,禹城市 人民
11223,宁津县中医院,宁津县 中医院
11224,夏津县中医院,夏津县 中医院
11225,夏津县人民医院,夏津县 人民
11226,乐陵市人民医院,乐陵市 人民
11227,陵县人民医院,陵县 人民
11228,德州市立医院,德州市 立医院
11229,齐河县人民医院,齐河县 人民
11230,宁津县人民医院,宁津县 人民
11231,武城县人民医院,武城县 人民
11232,齐河县中医院,齐河县 中医院
11233,德州卫校附属医院,德州 卫校
11234,庆云县人民医院,庆云县 人民
11237,德州市第二人民医院,德州市 第二 人民
11239,禹城市中医院,禹城市 中医院
11240,平原县第二人民医院,平原县 第二 人民
11242,德州市德城区立医院,德州市 德城区 立医院
11244,武城县第二人民医院,武城县 第二 人民
11245,德州市德城区交通局职工医院,德州市 德城区 交通局 职工
11246,临邑县第二人民医院,临邑县 第二 人民
11247,德州市江南呼吸病医院,德州市 江南 呼吸病
11248,德州市德城区中医院,德州市 德城区 中医院
11249,武城县中医院,武城县 中医院
11251,德州市复员退伍军人医院,德州市 复员 退伍军人
11252,德州棉纺织厂医院,德州 棉纺织厂
11254,陵县经济开发区医院,陵县 经济 开发区
11255,德州市建筑(集团)总公司医院,德州市 建筑 ( 集团 ) 总公司
11257,庆云县第二人民医院,庆云县 第二 人民
11258,陵县中医院,陵县 中医院
11259,德州市经济开发区医院,德州市 经济 开发区
11260,德州市汽运公司职工医院,德州市 汽运 公司 职工
11261,聊城市人民医院,聊城市 人民
11262,聊城市中医院,聊城市 中医院
11263,聊城市第二人民医院,聊城市 第二 人民
11265,茌平县中医院,茌平县 中医院
11266,莘县中医院,莘县 中医院
11267,聊城地区复退军人医院,聊城 地区 复退 军人
11268,高唐县人民医院,高唐县 人民
11269,鲁西骨科医院,鲁西 骨科
11270,阳谷县第一人民医院,阳谷县 第一 人民
11271,冠县中医院,冠县 中医院
11272,茌平县人民医院,茌平县 人民
11273,临清市人民医院,临清市 人民
11274,东阿县人民医院,东阿县 人民
11275,聊城市第四人民医院,聊城市 第四 人民
11276,冠县人民医院,冠县 人民
11277,聊城市第三人民医院,聊城市 第三 人民
11278,阳谷县第二人民医院,阳谷县 第二 人民
11279,聊城市肿瘤医院,聊城市 肿瘤
11280,聊城市东昌府人民医院,聊城市 东昌府 人民
11281,阳谷县中医院,阳谷县 中医院
11282,茌平县第二人民医院,茌平县 第二 人民
11284,临清市第二人民医院,临清市 第二 人民
11286,莘县第三人民医院,莘县 第三 人民
11287,茌平县精神病医院,茌平县 精神病
11289,东阿华泰肾病医院,东 阿华泰 肾病
11290,聊城市建筑职工医院,聊城市 建筑 职工
11291,冠县城关医院,冠县 城关
11292,茌平县皮肤病防治院,茌平县 皮肤病 防治院
11294,高唐县中医院,高唐县 中医院
11296,聊城市东昌府区中医院,聊城市 东昌府区 中医院
11298,临清市口腔医院,临清市 口腔
11299,临清市中医院,临清市 中医院
11300,聊城机械电子公司职工医院,聊城 机械 电子 公司 职工
11301,东阿县中医院,东阿县 中医院
11302,莘县健民医院,莘县 健民
11303,阳谷城关医院,阳谷 城关
11304,莘县眼科医院,莘县 眼科
11305,阳谷风湿类风湿病医院,阳谷 风湿类 风湿病
11307,聊城太和医院,聊城 太和
11308,临清市第三人民医院,临清市 第三 人民
11309,聊城市市政职工医院,聊城市 市政 职工
11310,聊城市汽运总公司交通医院,聊城市 汽运 总公司 交通
11312,莘县第二人民医院,莘县 第二 人民
11313,高唐县骨科医院,高唐县 骨科
11314,滨州医学院附属医院,滨州 医学院
11315,滨州市中医院,滨州市 中医院
11316,滨州市中心医院,滨州市 中心
11317,滨州市人民医院,滨州市 人民
11318,惠民县中医院,惠民县 中医院
11319,邹平县人民医院,邹平县 人民
11320,沾化县人民医院,沾化县 人民
11321,阳信县人民医院,阳信县 人民
11322,邹平县中医院,邹平县 中医院
11323,惠民县人民医院,惠民县 人民
11324,无棣县人民医院,无棣县 人民
11325,博兴县中医院,博兴县 中医院
11326,博兴县人民医院,博兴县 人民
11327,阳信县中医院,阳信县 中医院
11328,胜利油田管理局第五医院,胜利 油田 管理局 第五
11329,滨州市第二人民医院,滨州市 第二 人民
11330,滨州市立医院,滨州市 立医院
11331,沾化县中医院,沾化县 中医院
11332,惠民县县直机关医院,惠民县 县直 机关
11333,滨州市精神病医院,滨州市 精神病
11334,山东滨州地区复退军人医院,山东 滨州 地区 复退 军人
11335,滨州生殖医学医院,滨州 生殖 医学
11337,邹平北关老年康复医院,邹平北 关老年 康复
11338,胜利油田滨采职工医院,胜利 油田 滨采 职工
11339,滨州市第三人民医院,滨州市 第三 人民
11340,滨州市沪滨眼科医院,滨州市 沪滨 眼科
11343,徐泽山整骨医院,徐泽山 整骨
11344,邹平县第二人民医院,邹平县 第二 人民
11345,无棣县第二人民医院,无棣县 第二 人民
11347,邹平县专科医院,邹平县
11348,惠民利世医院,惠民 利世
11350,滨州市济生医院,滨州市 济生
11351,滨州黄河医院,滨州 黄河
11354,无棣县中医院,无棣县 中医院
11355,邹平鹤伴山老年康复医院,邹平鹤 伴山 老年 康复
11356,博兴县第二人民医院,博兴县 第二 人民
11357,菏泽市中医院,菏泽市 中医院
11359,菏泽市立医院,菏泽市 立医院
11360,菏泽市牡丹人民医院,菏泽市 牡丹 人民
11361,菏泽市第三人民医院,菏泽市 第三 人民
11362,曹县中医院,曹县 中医院
11363,曹县人民医院,曹县 人民
11364,巨野县中医院,巨野县 中医院
11365,成武县中医院,成武县 中医院
11366,郓城县中医院,郓城县 中医院
11367,巨野县人民医院,巨野县 人民
11368,郓城县人民医院,郓城县 人民
11369,单县中医院,单县 中医院
11370,成武县人民医院,成武县 人民
11371,东明县中医院,东明县 中医院
11372,菏泽市第二人民医院,菏泽市 第二 人民
11373,定陶县人民医院,定陶县 人民
11374,单县第一人民医院,单县 第一 人民
11375,曹县第二人民医院,曹县 第二 人民
11376,菏泽市牡丹区中医院,菏泽市 牡丹区 中医院
11377,菏泽市牡丹区第二人民医院,菏泽市 牡丹区 第二 人民
11378,鄄城县人民医院,鄄城县 人民
11379,定陶县中医院,定陶县 中医院
11380,鄄城县中医院,鄄城县 中医院
11381,东明县人民医院,东明县 人民
11385,定陶县第二医院,定陶县 第二
11386,菏泽现代医院,菏泽 现代
11387,东明县公费医院,东明县 公费
11388,曹县正骨医院,曹县 正骨
11389,巨野县第四人民医院,巨野县 第四 人民
11390,单县东大医院,单县 东大
11391,郓城县友谊医院,郓城县 友谊
11392,菏泽市牡丹区精神病医院,菏泽市 牡丹区 精神病
11395,曹县华康骨科医院,曹县 华康 骨科
11396,菏泽市牡丹区白癜风医院,菏泽市 牡丹区 白癜风
11397,单县慢性病医院,单县 慢性病
11399,菏泽华杰医院,菏泽 华杰
11400,菏泽市传染病医院,菏泽市 传染病
11401,曹县民族医院,曹县 民族
11402,邯城县中医院,邯城县 中医院
11403,邯城县第二人民医院,邯城县 第二 人民
11404,菏泽皮肤病医院,菏泽 皮肤病
11405,东明县第二人民医院,东明县 第二 人民
11406,曹县第三人民医院,曹县 第三 人民
11408,巨野县精神病医院,巨野县 精神病
11409,成武县第三人民医院,成武县 第三 人民
11410,成武县第二人民医院,成武县 第二 人民
11411,郓城县第二医院,郓城县 第二
11413,郓城县第三人民医院,郓城县 第三 人民
11414,单县第二人民医院,单县 第二 人民
11416,菏泽市立医院分院,菏泽市 立医院
11419,曹县职工医院,曹县 职工
11420,菏泽康乐医院,菏泽 康乐
11421,曹县华润医院,曹县 华润
11422,菏泽黄河骨科医院,菏泽 黄河 骨科
11423,巨野县第二人民医院,巨野县 第二 人民
11426,鄄城县第二人民医院,鄄城县 第二 人民
11427,菏泽博爱手外骨科医院,菏泽 博爱 手外 骨科
11428,巨野县第三人民医院,巨野县 第三 人民
11429,中国人民解放军五三五零三部队医院,人民 解放军 五三五零三 部队
11430,中国人民解放军海军第四零一医院,人民 解放军 海军 第四零一
11431,十堰市中医院,十堰市 中医院
11432,东风汽车公司总医院,东风 汽车 公司 总医院
11433,十堰市太和医院,十堰市 太和
11434,湖北省十堰市人民医院,湖北省 十堰市 人民
11435,丹江口市第一医院,丹江口市 第一
11436,竹溪县中医院,竹溪县 中医院
11437,房县人民医院,房县 人民
11439,竹溪县人民医院,竹溪县 人民
11440,汉江(集团)汉江医院,汉江 ( 集团 ) 汉江
11441,东风汽车公司花果医院,东风 汽车 公司 花果
11443,房县中医院,房县 中医院
11444,神农架林区第一人民医院,神农架 林区 第一 人民
11445,十堰市红十字医院,十堰市 红十字
11446,东风汽车公司茅箭医院,东风 汽车 公司 茅箭
11447,郧县人民医院,郧县 人民
11448,十堰市第二人民医院,十堰市 第二 人民
11449,郧阳医学院白浪医院,郧阳 医学院 白浪
11450,湖北省武当山医院,湖北省 武当山
11451,十堰市第四人民医院,十堰市 第四 人民
11452,十堰铁路医院,十堰 铁路
11453,竹山县第二人民医院,竹山县 第二 人民
11455,十堰市第五人民医院,十堰市 第五 人民
11456,十堰市张湾区花果医院,十堰市 张湾区 花果
11457,十堰市铁三处医院,十堰市 铁三处
11458,丹江口卫校附属医院,丹江 口卫校
11459,十堰市张湾区医院,十堰市 张湾区
11460,十堰市贸易职工医院,十堰市 贸易 职工
11461,二机电安装公司职工医院,二机电 安装 公司 职工
11462,郧西县人民医院,郧西县 人民
11463,郧县中医院,郧县 中医院
11465,竹山县人民医院,竹山县 人民
11466,十堰市博爱医院,十堰市 博爱
11467,丹江口市第二医院,丹江口市 第二
11468,郧西县中医院,郧西县 中医院
11469,丹江口市中医院,丹江口市 中医院
11470,中国人民解放军总后九七医院,人民 解放军 总后九七
11471,武当山旅游经济特区医院,武当山 旅游 经济特区
11472,十堰市第三人民医院,十堰市 第三 人民
11473,十堰市卫校附属医院,十堰市 卫校
11476,二汽第四医院,二汽 第四
11478,丹江工程局职工医院,丹江 工程局 职工
11479,东风轮胎(集团)公司总医院,东风 轮胎 ( 集团 ) 公司 总医院
11480,竹山县中医院,竹山县 中医院
11481,宜昌市第二人民医院,宜昌市 第二 人民
11482,宜昌市中医院,宜昌市 中医院
11483,宜昌市第一人民医院,宜昌市 第一 人民
11484,三峡大学葛洲坝中心医院,三峡 大学 葛洲坝 中心
11485,宜昌市中心人民医院,宜昌市 中心 人民
11486,三峡大学仁和医院,三峡 大学仁
11487,远安县人民医院,远安县 人民
11488,中国葛洲坝(集团)三峡医院,葛洲坝 ( 集团 ) 三峡
11490,宜都市第二人民医院,宜都市 第二 人民
11491,枝城市第一人民医院,枝城市 第一 人民
11493,远安县中医院,远安县 中医院
11494,宜昌市夷陵区人民医院,宜昌市 夷陵区 人民
11495,宜昌市第五人民医院,宜昌市 第五 人民
11496,当阳市中医院,当阳市 中医院
11497,宜都市第一人民医院,宜都市 第一 人民
11498,当阳市人民医院,当阳市 人民
11499,宜昌长航医院,宜昌 长航
11500,当阳市长坂坡医院,当阳市 长坂坡
11502,长阳县人民医院,长阳县 人民
11503,宜都市中医院,宜都市 中医院
11504,宜昌市武陵医院,宜昌市 武陵
11505,秭归县人民医院,秭归县 人民
11507,枝城市中医院,枝城市 中医院
11508,宜昌市第三人民医院,宜昌市 第三 人民
11509,宜昌市武陵中医院,宜昌市 武陵 中医院
11510,中国葛洲坝(集团)夷陵山分院,葛洲坝 ( 集团 ) 夷陵山
11511,秭归县第二人民医院,秭归县 第二 人民
11512,五峰县人民医院,五峰县 人民
11513,宜昌市东山医院,宜昌市 东山
11516,宜昌市桃花岭医院,宜昌市 桃花岭
11517,当阳市第二人民医院,当阳市 第二 人民
11519,枝江市口腔医院,枝江市 口腔
11520,宜昌市复员退伍军人精神病医院,宜昌市 复员 退伍军人 精神病
11521,枝江市第二人民医院,枝江市 第二 人民
11522,宜都市港口医院,宜都市 港口
11523,中国人民解放军第五七一零职工医院,人民 解放军 第五七一零 职工
11524,长阳县中医院,长阳县 中医院
11525,中石化湖北化肥厂医院,中石化 湖北 化肥厂
11526,中国人民解放军八一一二三医院,人民 解放军 八一一二三
11528,宜昌市夷陵区三峡卷烟厂职工医院,宜昌市 夷陵区 三峡 卷烟厂 职工
11529,兴山县中医院,兴山县 中医院
11530,安远航天医院,安远 航天
11531,枝城市第二人民医院,枝城市 第二 人民
11532,当阳市红十字医院,当阳市 红十字
11534,宜昌市怡康医院,宜昌市 怡康
11535,宜昌三峡棉纺织公司医院,宜昌 三峡 棉纺织 公司
11537,宜昌市夷陵区中医院,宜昌市 夷陵区 中医院
11538,五峰县中医院,五峰县 中医院
11539,枝江市中医院,枝江市 中医院
11540,宜昌卫生学校附属医院,宜昌 卫生 学校
11541,中南光学仪器厂职工医院,中南 光学 仪器厂 职工
11542,宜昌市西陵口腔医院,宜昌市 西陵 口腔
11543,国营四零四职工医院,国营 四零四 职工
11544,解放军第5704厂医院,解放军 第5 704厂
11545,宜昌市长江医院,宜昌市 长江
11546,湖北省国营草埠湖农场职工医院,湖北省 国营 草埠湖 农场 职工
11547,宜昌市建筑工程公司职工医院,宜昌市 建筑 工程 公司 职工
11548,秭归县中医院,秭归县 中医院
11549,宜昌市精神病医院,宜昌市 精神病
11550,宜昌市点军区人民医院,宜昌 市点 军区 人民
11551,华中精密仪器厂职工医院,华中 精密 仪器厂 职工
11552,枝江市人民医院,枝江市 人民
11553,宜昌市虎亭开发区医院,宜昌市 虎亭 开发区
11554,宜昌市血防医院,宜昌市 血防
11555,宜昌市万寿医院,宜昌市 万寿
11556,中国人民解放军六五三一六部队医院,人民 解放军 六五三一六 部队
11557,襄樊市中医医院,襄樊市 中医
11558,襄樊市中心医院,襄樊市 中心
11559,中国人民解放军第四四七医院,人民 解放军 第四四七
11560,中国人民解放军四七七医院,人民 解放军 四七七
11561,老河口市第一医院,老河口市 第一
11562,宜城市中医院,宜城市 中医院
11563,南漳县人民医院,南漳县 人民
11564,襄樊铁路中心医院,襄樊 铁路 中心
11565,谷城县中医院,谷城县 中医院
11566,南漳县中医院,南漳县 中医院
11567,枣阳市第一人民医院,枣阳市 第一 人民
11568,襄樊市襄阳区人民医院,襄樊市 襄阳区 人民
11569,谷城县人民医院,谷城县 人民
11570,宜城市人民医院,宜城市 人民
11571,保康县人民医院,保康县 人民
11573,中国人民解放军总后襄樊军工医院,人民 解放军 总后 襄樊 军工
11575,襄樊市红十字医院,襄樊市 红十字
11576,国营华中制药厂职工医院,国营 华中 制药厂 职工
11577,襄樊市第二人民医院,襄樊市 第二 人民
11578,襄樊市原种繁殖场医院,襄樊市 原种 繁殖场
11579,老河口市按摩医院,老河口市 按摩
11580,湖北中天爱百颗药业职工医院,湖北 中天 爱百颗 药业 职工
11581,南漳县红十字会医院,南漳县 红十字会
11583,襄樊市口腔医院,襄樊市 口腔
11584,铁道部第11工程局第一工程处医院,铁道部 第11 工程局 第一 工程处
11585,枣阳市第三人民医院,枣阳市 第三 人民
11586,保康县中医院,保康县 中医院
11588,湖北省襄棉(集团)公司职工医院,湖北省 襄棉 ( 集团 ) 公司 职工
11589,老河口市中医院,老河口市 中医院
11590,襄南监狱医院,襄南 监狱
11591,宜城市孔湾普济医院,宜城市 孔湾 普济
11592,鄂西化工厂职工医院,鄂西化 工厂 职工
11593,湖北化学纤维厂职工医院,湖北 化学纤维厂 职工
11595,宜城市金波济仁医院,宜城市 金波济仁
11596,襄樊市襄阳区中医院,襄樊市 襄阳区 中医院
11597,老河口市水泥厂职工医院,老河口市 水泥厂 职工
11598,铁道部第四工程局给排水工程处医院,铁道部 第四 工程局 排水 工程处
11599,宜城市盛康医院,宜城市 盛康
11601,枣阳市交通医院,枣阳市 交通
11603,宜城市王集杨德医院,宜城市 王集 杨德
11604,中国化学工程第六建筑公司医院,化学 工程 第六 建筑 公司
11605,谷城县薤山医院,谷城县 薤山
11606,襄樊市第四人民医院,襄樊市 第四 人民
11607,襄樊市第五人民医院,襄樊市 第五 人民
11608,襄樊市传染病院,襄樊市 传染
11609,核工业东北地质勘探局二四六医院,核工业 东北 地质 勘探局 二四六
11610,宜城市先天医院,宜城市 先天
11611,襄樊市博爱医院,襄樊市 博爱
11612,襄樊市安定医院,襄樊市 安定
11613,枣阳市第二人民医院,枣阳市 第二 人民
11614,宜城市李当博爱医院,宜城市 李当 博爱
11615,枣阳市中医院,枣阳市 中医院
11616,湖北江山机械厂职工医院,湖北 江山 机械厂 职工
11617,宜城市玛丽龙头医院,宜城市 玛丽龙头
11619,襄樊普济医院,襄樊 普济
11622,老河口市江山医院,老河口市 江山
11623,宜城市雷河明学医院,宜城市 雷河 明学
11624,襄樊卷烟厂职工医院,襄樊 卷烟厂 职工
11625,襄樊市江华汽车公司职工医院,襄樊市 江华 汽车 公司 职工
11626,襄樊市樊城区人民医院,襄樊市 樊城区 人民
11627,襄樊市第三人民医院,襄樊市 第三 人民
11628,铁四局一处襄樊医院,铁四局 一处 襄樊
11629,湖北省工业建筑总公司职工医院,湖北省 工业 建筑 总公司 职工
11630,襄樊市卫生学校附属医院,襄樊市 卫生 学校
11631,东方化学工业公司职工医院,东方 化学 工业 公司 职工
11632,襄樊市同和医院,襄樊市 同和
11633,中国人民解放军空军襄樊医院,人民 解放军 空军 襄樊
11634,襄樊市职业病防治医院,襄樊市 职业病 防治
11635,襄樊东风汽车有限责任公司职工医院,襄樊 东风 汽车 有限责任公司 职工
11636,中铁电气化集团条二工程公司医院,中铁 电气化 集团 条二 工程 公司
11637,襄樊市天丹血液病医院,襄樊市 天丹 血液病
11638,襄樊市国营卫东机械厂职工医院,襄樊市 国营 卫东 机械厂 职工
11639,国营汉丹电器厂职工医院,国营 汉丹 电器厂 职工
11641,宜城市馨瑞医院,宜城市 馨瑞
11642,宜城市楚皇城医院,宜城市 楚皇城
11643,老河口市第二医院,老河口市 第二
11644,鄂州市中医院,鄂州市 中医院
11645,鄂州市中心医院,鄂州市 中心
11646,鄂城钢铁厂职工医院,鄂城 钢铁厂 职工
11647,鄂州市第三医院,鄂州市 第三
11649,鄂州二医院,鄂州 二医院
11650,武汉钢铁公司程潮铁矿职工医院,武汉 钢铁 公司 程潮 铁矿 职工
11651,鄂州市优抚医院,鄂州市 优抚
11652,鄂州仁健医院,鄂州 仁健
11653,鄂州中医血管瘤专科医院,鄂州 中医血 管瘤
11654,荆门市第一人民医院,荆门市 第一 人民
11655,荆门市第二人民医院,荆门市 第二 人民
11656,荆门市中医医院,荆门市 中医
11657,沙洋农场总医院,沙洋 农场 总医院
11658,荆门市沙洋人民医院,荆门市 沙洋 人民
11659,钟祥市中医院,钟祥市 中医院
11660,京山县人民医院,京山县 人民
11661,钟祥市人民医院,钟祥市 人民
11662,荆门市第三人民医院,荆门市 第三 人民
11664,钟祥市第二医院,钟祥市 第二
11665,钟祥市口腔医院,钟祥市 口腔
11666,荆门市康复医院,荆门市 康复
11667,京山县第四人民医院,京山县 第四 人民
11668,荆门市掇刀人民医院,荆门市 掇刀 人民
11669,荆襄(集团)公司王集医院,荆襄 ( 集团 ) 公司 王集
11670,湖北省五三农场职工医院,湖北省 五三农场 职工
11671,葛洲坝(集团)有限公司水泥厂医院,葛洲坝 ( 集团 ) 水泥厂
